Numero_Commande,Code_Client,Numero_Ligne_Produit,Code_Magasin,Code_Produit,Quantite,Prix_Vente_TTC_HorsRemise,Prix_Vente_TTC_AvecRemise,Heure,Code_Vendeur,Total,Date_Transaction
1500,4472177,3.000000,172,95897,1.000000,39.340000,39.340000,1650.000000,2,39.340000,2013-02-17 00:00:00
1500,4472177,1.000000,172,111491,1.000000,2.600000,2.600000,1650.000000,2,2.600000,2013-02-17 00:00:00
1500,4472177,2.000000,172,111494,1.000000,2.600000,2.600000,1650.000000,2,2.600000,2013-02-17 00:00:00
1494,4488509,1.000000,172,94205,1.000000,29.340000,29.340000,1627.000000,2,29.340000,2013-02-17 00:00:00
1426,4529760,1.000000,172,118936,1.000000,19.340000,19.340000,1424.000000,27,19.340000,2013-02-17 00:00:00
1350,4538856,1.000000,172,62432,1.000000,78.670000,78.670000,1144.000000,3,78.670000,2013-02-17 00:00:00
1303,4541650,1.000000,172,62952,1.000000,77.600000,64.270000,1104.000000,29,64.270000,2013-02-17 00:00:00
1305,4541650,1.000000,172,39101,1.000000,52.000000,52.000000,1107.000000,29,52.000000,2013-02-17 00:00:00
1396,4599136,1.000000,172,89471,1.000000,24.400000,24.400000,1343.000000,13,24.400000,2013-02-17 00:00:00
1328,5934857,5.000000,172,130188,1.000000,9.340000,9.340000,1201.000000,15,9.340000,2013-02-17 00:00:00
1316,5952485,1.000000,172,75104,1.000000,44.670000,44.670000,1055.000000,29,44.670000,2013-02-17 00:00:00
1346,5957963,1.000000,172,129911,1.000000,84.270000,67.420000,1303.000000,28,67.420000,2013-02-17 00:00:00
1364,5974729,6.000000,172,12560,1.000000,14.000000,14.000000,1253.000000,27,14.000000,2013-02-17 00:00:00
1364,5974729,2.000000,172,93404,1.000000,5.600000,5.600000,1253.000000,27,5.600000,2013-02-17 00:00:00
1364,5974729,1.000000,172,100779,1.000000,13.200000,13.200000,1253.000000,27,13.200000,2013-02-17 00:00:00
1364,5974729,5.000000,172,108004,1.000000,13.200000,13.200000,1253.000000,27,13.200000,2013-02-17 00:00:00
1364,5974729,4.000000,172,129901,1.000000,63.070000,63.070000,1253.000000,27,63.070000,2013-02-17 00:00:00
1364,5974729,3.000000,172,130700,1.000000,78.670000,78.670000,1253.000000,27,78.670000,2013-02-17 00:00:00
1390,5989832,1.000000,172,95276,1.000000,72.940000,72.940000,1508.000000,10,72.940000,2013-02-17 00:00:00
1363,6064394,1.000000,172,92519,1.000000,10.400000,10.400000,1245.000000,27,10.400000,2013-02-17 00:00:00
1400,6102074,2.000000,172,119701,1.000000,49.600000,49.600000,1350.000000,3,49.600000,2013-02-17 00:00:00
1400,6102074,1.000000,172,130070,1.000000,61.340000,61.340000,1350.000000,3,61.340000,2013-02-17 00:00:00
1325,6409225,2.000000,172,5271,1.000000,52.000000,45.140000,1017.000000,22,45.140000,2013-02-17 00:00:00
1325,6409225,1.000000,172,50240,1.000000,49.070000,42.600000,1017.000000,22,42.600000,2013-02-17 00:00:00
1471,6411621,1.000000,172,109121,1.000000,70.670000,70.670000,1544.000000,22,70.670000,2013-02-17 00:00:00
1441,6811038,1.000000,172,115142,1.000000,13.200000,13.200000,1626.000000,23,13.200000,2013-02-17 00:00:00
1441,6811038,2.000000,172,119987,1.000000,13.200000,13.200000,1626.000000,23,13.200000,2013-02-17 00:00:00
1372,6844370,1.000000,172,26425,1.000000,67.870000,67.870000,1445.000000,8,67.870000,2013-02-17 00:00:00
1372,6844370,2.000000,172,129873,1.000000,76.800000,76.800000,1445.000000,8,76.800000,2013-02-17 00:00:00
1359,2350025,1.000000,172,26402,1.000000,21.070000,21.070000,1354.000000,3,21.070000,2013-02-17 00:00:00
1317,2354754,1.000000,172,92743,1.000000,11.660000,11.660000,951.000000,8,11.660000,2013-02-17 00:00:00
1317,2354754,2.000000,172,97028,1.000000,8.000000,8.000000,951.000000,8,8.000000,2013-02-17 00:00:00
1317,2354754,3.000000,172,97028,1.000000,8.000000,8.000000,951.000000,8,8.000000,2013-02-17 00:00:00
1450,2354759,1.000000,172,26376,1.000000,39.600000,38.120000,1512.000000,27,38.120000,2013-02-17 00:00:00
1450,2354759,3.000000,172,96582,1.000000,96.140000,92.540000,1512.000000,27,92.540000,2013-02-17 00:00:00
1450,2354759,5.000000,172,96583,1.000000,100.800000,97.030000,1512.000000,27,97.030000,2013-02-17 00:00:00
1450,2354759,2.000000,172,113978,1.000000,50.400000,48.520000,1512.000000,27,48.520000,2013-02-17 00:00:00
1450,2354759,4.000000,172,114693,1.000000,69.340000,66.740000,1512.000000,27,66.740000,2013-02-17 00:00:00
1381,2358610,1.000000,172,130552,1.000000,7.870000,6.300000,1450.000000,8,6.300000,2013-02-17 00:00:00
1381,2358610,2.000000,172,130552,1.000000,7.870000,6.300000,1450.000000,8,6.300000,2013-02-17 00:00:00
1331,2358618,1.000000,172,1865,1.000000,7.870000,7.080000,1149.000000,15,7.080000,2013-02-17 00:00:00
1331,2358618,2.000000,172,12415,1.000000,13.340000,12.000000,1149.000000,15,12.000000,2013-02-17 00:00:00
1331,2358618,3.000000,172,90182,1.000000,13.740000,12.360000,1149.000000,15,12.360000,2013-02-17 00:00:00
1331,2358618,9.000000,172,92695,1.000000,6.140000,5.520000,1149.000000,15,5.520000,2013-02-17 00:00:00
1331,2358618,6.000000,172,95235,1.000000,52.670000,47.400000,1149.000000,15,47.400000,2013-02-17 00:00:00
1331,2358618,4.000000,172,95413,1.000000,23.340000,21.000000,1149.000000,15,21.000000,2013-02-17 00:00:00
1331,2358618,5.000000,172,103781,1.000000,28.800000,25.920000,1149.000000,15,25.920000,2013-02-17 00:00:00
1331,2358618,7.000000,172,110855,1.000000,2.000000,1.800000,1149.000000,15,1.800000,2013-02-17 00:00:00
1331,2358618,8.000000,172,110855,1.000000,2.000000,1.800000,1149.000000,15,1.800000,2013-02-17 00:00:00
1502,2358865,3.000000,172,47515,1.000000,3.200000,3.200000,1658.000000,27,3.200000,2013-02-17 00:00:00
1502,2358865,1.000000,172,51426,1.000000,23.340000,23.340000,1658.000000,27,23.340000,2013-02-17 00:00:00
1502,2358865,2.000000,172,110810,1.000000,6.540000,6.540000,1658.000000,27,6.540000,2013-02-17 00:00:00
1457,2367980,1.000000,172,107058,1.000000,56.400000,43.070000,1524.000000,27,43.070000,2013-02-17 00:00:00
1514,2391683,1.000000,172,99387,1.000000,42.400000,42.400000,1719.000000,27,42.400000,2013-02-17 00:00:00
1541,2397566,1.000000,172,99479,1.000000,2.070000,1.860000,1817.000000,23,1.860000,2013-02-17 00:00:00
1541,2397566,2.000000,172,100039,1.000000,3.870000,3.480000,1817.000000,23,3.480000,2013-02-17 00:00:00
1541,2397566,3.000000,172,113946,1.000000,1.870000,1.680000,1817.000000,23,1.680000,2013-02-17 00:00:00
1394,2403046,1.000000,172,95113,1.000000,80.940000,72.840000,1336.000000,27,72.840000,2013-02-17 00:00:00
1324,2404935,1.000000,172,95450,1.000000,43.200000,43.200000,1122.000000,8,43.200000,2013-02-17 00:00:00
1497,2410797,1.000000,172,72978,1.000000,17.600000,10.940000,1641.000000,2,10.940000,2013-02-17 00:00:00
1497,2410797,2.000000,172,72978,1.000000,17.600000,10.940000,1641.000000,2,10.940000,2013-02-17 00:00:00
1489,2410988,1.000000,172,130379,1.000000,46.940000,46.940000,1620.000000,27,46.940000,2013-02-17 00:00:00
1383,2414313,1.000000,172,70090,1.000000,61.600000,61.600000,1457.000000,10,61.600000,2013-02-17 00:00:00
1294,2696605,1.000000,172,7101,1.000000,74.670000,74.670000,1040.000000,29,74.670000,2013-02-17 00:00:00
1431,2740973,1.000000,172,128405,1.000000,12.400000,12.400000,1431.000000,27,12.400000,2013-02-17 00:00:00
1304,2744121,1.000000,172,115332,1.000000,66.670000,66.670000,1105.000000,29,66.670000,2013-02-17 00:00:00
1315,2744135,1.000000,172,24630,1.000000,19.340000,16.940000,949.000000,8,16.940000,2013-02-17 00:00:00
1315,2744135,2.000000,172,40288,1.000000,54.540000,47.750000,949.000000,8,47.750000,2013-02-17 00:00:00
1315,2744135,3.000000,172,98763,1.000000,33.340000,29.190000,949.000000,8,29.190000,2013-02-17 00:00:00
1448,2764525,2.000000,172,100014,1.000000,10.670000,2.760000,1509.000000,27,2.760000,2013-02-17 00:00:00
1448,2764525,1.000000,172,113846,1.000000,7.340000,1.910000,1509.000000,27,1.910000,2013-02-17 00:00:00
1339,2773829,1.000000,172,75182,1.000000,8.670000,8.670000,1058.000000,23,8.670000,2013-02-17 00:00:00
1330,2788978,1.000000,172,24231,1.000000,30.270000,24.670000,1204.000000,10,24.670000,2013-02-17 00:00:00
1330,2788978,3.000000,172,70317,1.000000,11.340000,9.240000,1204.000000,10,9.240000,2013-02-17 00:00:00
1330,2788978,2.000000,172,77578,1.000000,25.340000,20.660000,1204.000000,10,20.660000,2013-02-17 00:00:00
1330,2788978,4.000000,172,100168,1.000000,5.200000,4.240000,1204.000000,10,4.240000,2013-02-17 00:00:00
1371,2817559,2.000000,172,102572,1.000000,53.740000,53.740000,1305.000000,27,53.740000,2013-02-17 00:00:00
1371,2817559,1.000000,172,115202,1.000000,41.200000,41.200000,1305.000000,27,41.200000,2013-02-17 00:00:00
1371,2817559,3.000000,172,128393,1.000000,12.400000,12.400000,1305.000000,27,12.400000,2013-02-17 00:00:00
1371,2817559,4.000000,172,129136,1.000000,13.340000,13.340000,1305.000000,27,13.340000,2013-02-17 00:00:00
1405,2822969,1.000000,172,53250,1.000000,51.200000,51.200000,1518.000000,10,51.200000,2013-02-17 00:00:00
1290,2833320,1.000000,172,106406,1.000000,87.340000,87.340000,1017.000000,29,87.340000,2013-02-17 00:00:00
1437,2841167,4.000000,172,90146,1.000000,9.200000,8.280000,1500.000000,27,8.280000,2013-02-17 00:00:00
1437,2841167,3.000000,172,104157,1.000000,8.540000,7.680000,1500.000000,27,7.680000,2013-02-17 00:00:00
1437,2841167,2.000000,172,104160,1.000000,15.600000,14.040000,1500.000000,27,14.040000,2013-02-17 00:00:00
1437,2841167,1.000000,172,108771,1.000000,17.200000,15.480000,1500.000000,27,15.480000,2013-02-17 00:00:00
1525,2845843,1.000000,172,81013,1.000000,68.400000,68.400000,1739.000000,23,68.400000,2013-02-17 00:00:00
1375,2846029,1.000000,172,26358,1.000000,48.000000,48.000000,1306.000000,27,48.000000,2013-02-17 00:00:00
1362,2857015,6.000000,172,12415,1.000000,13.340000,8.460000,1423.000000,29,8.460000,2013-02-17 00:00:00
1362,2857015,3.000000,172,68877,1.000000,22.670000,14.360000,1423.000000,29,14.360000,2013-02-17 00:00:00
1362,2857015,5.000000,172,92518,1.000000,10.400000,6.590000,1423.000000,29,6.590000,2013-02-17 00:00:00
1362,2857015,4.000000,172,93164,1.000000,9.870000,6.270000,1423.000000,29,6.270000,2013-02-17 00:00:00
1362,2857015,7.000000,172,95643,1.000000,38.540000,-47.980000,1423.000000,29,-47.980000,2013-02-17 00:00:00
1362,2857015,1.000000,172,113946,1.000000,1.870000,1.180000,1423.000000,29,1.180000,2013-02-17 00:00:00
1362,2857015,2.000000,172,117581,1.000000,32.000000,20.270000,1423.000000,29,20.270000,2013-02-17 00:00:00
1289,2862754,1.000000,172,54215,1.000000,76.800000,69.120000,1028.000000,3,69.120000,2013-02-17 00:00:00
1329,2878567,7.000000,172,25418,1.000000,76.670000,74.200000,1024.000000,8,74.200000,2013-02-17 00:00:00
1329,2878567,8.000000,172,25419,1.000000,39.870000,38.590000,1024.000000,8,38.590000,2013-02-17 00:00:00
1329,2878567,6.000000,172,40026,1.000000,82.670000,80.000000,1024.000000,8,80.000000,2013-02-17 00:00:00
1329,2878567,3.000000,172,67510,1.000000,50.000000,48.390000,1024.000000,8,48.390000,2013-02-17 00:00:00
1329,2878567,5.000000,172,67516,1.000000,27.340000,26.460000,1024.000000,8,26.460000,2013-02-17 00:00:00
1329,2878567,4.000000,172,67517,1.000000,53.340000,51.620000,1024.000000,8,51.620000,2013-02-17 00:00:00
1329,2878567,2.000000,172,89772,1.000000,36.000000,34.840000,1024.000000,8,34.840000,2013-02-17 00:00:00
1329,2878567,1.000000,172,100449,1.000000,48.000000,46.460000,1024.000000,8,46.460000,2013-02-17 00:00:00
1529,2882906,1.000000,172,39474,1.000000,25.470000,25.470000,1749.000000,23,25.470000,2013-02-17 00:00:00
1369,2882960,4.000000,172,99459,1.000000,5.340000,5.340000,1440.000000,3,5.340000,2013-02-17 00:00:00
1369,2882960,2.000000,172,99481,1.000000,3.340000,3.340000,1440.000000,3,3.340000,2013-02-17 00:00:00
1369,2882960,3.000000,172,99825,1.000000,2.400000,2.400000,1440.000000,3,2.400000,2013-02-17 00:00:00
1369,2882960,1.000000,172,114605,1.000000,39.870000,39.870000,1440.000000,3,39.870000,2013-02-17 00:00:00
1460,2939804,1.000000,172,26758,1.000000,27.600000,22.080000,1708.000000,23,22.080000,2013-02-17 00:00:00
1513,2949713,1.000000,172,54003,1.000000,72.270000,72.270000,1717.000000,27,72.270000,2013-02-17 00:00:00
1321,2997078,1.000000,172,26404,1.000000,40.800000,40.800000,1013.000000,8,40.800000,2013-02-17 00:00:00
1506,3055409,1.000000,172,128590,1.000000,49.070000,49.070000,1705.000000,27,49.070000,2013-02-17 00:00:00
1401,3060942,1.000000,172,18051,1.000000,53.070000,53.070000,1351.000000,3,53.070000,2013-02-17 00:00:00
1387,3069502,3.000000,172,112018,1.000000,14.740000,14.740000,1506.000000,10,14.740000,2013-02-17 00:00:00
1387,3069502,1.000000,172,112025,1.000000,38.670000,38.670000,1506.000000,10,38.670000,2013-02-17 00:00:00
1387,3069502,2.000000,172,113955,1.000000,7.340000,7.340000,1506.000000,10,7.340000,2013-02-17 00:00:00
1446,3069514,1.000000,172,28367,1.000000,118.270000,118.270000,1613.000000,22,118.270000,2013-02-17 00:00:00
1446,3069514,2.000000,172,108004,1.000000,13.200000,13.200000,1613.000000,22,13.200000,2013-02-17 00:00:00
1408,3073715,1.000000,172,54456,1.000000,49.470000,44.520000,1501.000000,15,44.520000,2013-02-17 00:00:00
1343,3083099,2.000000,172,87926,1.000000,11.870000,11.870000,1115.000000,23,11.870000,2013-02-17 00:00:00
1343,3083099,1.000000,172,102184,1.000000,8.940000,8.940000,1115.000000,23,8.940000,2013-02-17 00:00:00
1466,3093689,1.000000,172,70949,1.000000,69.340000,56.000000,1534.000000,27,56.000000,2013-02-17 00:00:00
1501,3104525,1.000000,172,98884,1.000000,30.670000,27.600000,1657.000000,13,27.600000,2013-02-17 00:00:00
1318,3112312,1.000000,172,54012,1.000000,146.670000,146.670000,1000.000000,15,146.670000,2013-02-17 00:00:00
1318,3112312,2.000000,172,54215,1.000000,76.800000,76.800000,1000.000000,15,76.800000,2013-02-17 00:00:00
1318,3112312,4.000000,172,106859,1.000000,20.540000,20.540000,1000.000000,15,20.540000,2013-02-17 00:00:00
1318,3112312,3.000000,172,129401,1.000000,49.600000,49.600000,1000.000000,15,49.600000,2013-02-17 00:00:00
1456,3117741,2.000000,172,108144,1.000000,23.200000,23.200000,1703.000000,28,23.200000,2013-02-17 00:00:00
1419,2276199,1.000000,172,129873,1.000000,76.800000,76.800000,1535.000000,10,76.800000,2013-02-17 00:00:00
1389,2276202,1.000000,172,44056,1.000000,70.270000,70.270000,1328.000000,27,70.270000,2013-02-17 00:00:00
1389,2276202,2.000000,172,107082,1.000000,36.000000,36.000000,1328.000000,27,36.000000,2013-02-17 00:00:00
1348,2295620,1.000000,172,64901,1.000000,11.070000,11.070000,1318.000000,10,11.070000,2013-02-17 00:00:00
1351,2295620,1.000000,172,71126,1.000000,44.400000,44.400000,1327.000000,10,44.400000,2013-02-17 00:00:00
1464,2295646,3.000000,172,55200,1.000000,97.070000,97.070000,1532.000000,27,97.070000,2013-02-17 00:00:00
1464,2295646,1.000000,172,94591,1.000000,35.340000,35.340000,1532.000000,27,35.340000,2013-02-17 00:00:00
1464,2295646,2.000000,172,129875,1.000000,81.600000,81.600000,1532.000000,27,81.600000,2013-02-17 00:00:00
1392,2304148,2.000000,172,22204,1.000000,6.940000,6.940000,1332.000000,27,6.940000,2013-02-17 00:00:00
1392,2304148,1.000000,172,108081,1.000000,9.200000,9.200000,1332.000000,27,9.200000,2013-02-17 00:00:00
1299,2304221,1.000000,172,52171,1.000000,38.000000,34.200000,1051.000000,8,34.200000,2013-02-17 00:00:00
1299,2304221,2.000000,172,99960,1.000000,66.670000,66.670000,1051.000000,8,66.670000,2013-02-17 00:00:00
1519,2304297,1.000000,172,58105,1.000000,36.940000,33.240000,1727.000000,27,33.240000,2013-02-17 00:00:00
1519,2304297,3.000000,172,95618,1.000000,25.470000,22.920000,1727.000000,27,22.920000,2013-02-17 00:00:00
1519,2304297,2.000000,172,95635,1.000000,17.600000,15.840000,1727.000000,27,15.840000,2013-02-17 00:00:00
1309,2304366,3.000000,172,108013,1.000000,16.270000,16.270000,1055.000000,8,16.270000,2013-02-17 00:00:00
1309,2304366,1.000000,172,109948,1.000000,16.000000,16.000000,1055.000000,8,16.000000,2013-02-17 00:00:00
