Numero_Commande,Code_Client,Numero_Ligne_Produit,Code_Magasin,Code_Produit,Quantite,Prix_Vente_TTC_HorsRemise,Prix_Vente_TTC_AvecRemise,Heure,Code_Vendeur,Total,Date_Transaction
3419,2377398,3.000000,172,113008,1.000000,7.200000,7.200000,1221.000000,27,7.200000,2014-03-12 00:00:00
3527,2397556,1.000000,172,114524,1.000000,21.070000,7.740000,1846.000000,2,7.740000,2014-03-12 00:00:00
3528,2397556,1.000000,172,100479,1.000000,4.000000,4.000000,1848.000000,2,4.000000,2014-03-12 00:00:00
3401,2442610,1.000000,172,44231,1.000000,41.870000,41.870000,1105.000000,27,41.870000,2014-03-12 00:00:00
3521,2454039,1.000000,172,48213,1.000000,5.600000,5.600000,1801.000000,20,5.600000,2014-03-12 00:00:00
3484,2458167,1.000000,172,93833,1.000000,5.470000,4.920000,1619.000000,27,4.920000,2014-03-12 00:00:00
3453,2469786,1.000000,172,54013,1.000000,65.340000,65.340000,1438.000000,27,65.340000,2014-03-12 00:00:00
3453,2469786,5.000000,172,72912,1.000000,76.270000,76.270000,1438.000000,27,76.270000,2014-03-12 00:00:00
3453,2469786,3.000000,172,100407,1.000000,10.000000,10.000000,1438.000000,27,10.000000,2014-03-12 00:00:00
3453,2469786,2.000000,172,100547,1.000000,107.870000,107.870000,1438.000000,27,107.870000,2014-03-12 00:00:00
3453,2469786,4.000000,172,107077,1.000000,86.540000,86.540000,1438.000000,27,86.540000,2014-03-12 00:00:00
3453,2469786,6.000000,172,118899,1.000000,10.540000,10.540000,1438.000000,27,10.540000,2014-03-12 00:00:00
3468,2529541,2.000000,172,27397,1.000000,46.140000,46.140000,1521.000000,27,46.140000,2014-03-12 00:00:00
3468,2529541,3.000000,172,56773,1.000000,74.400000,74.400000,1521.000000,27,74.400000,2014-03-12 00:00:00
3468,2529541,1.000000,172,100745,1.000000,44.670000,44.670000,1521.000000,27,44.670000,2014-03-12 00:00:00
3441,2556157,3.000000,172,78083,1.000000,27.200000,27.200000,1351.000000,8,27.200000,2014-03-12 00:00:00
3441,2556157,2.000000,172,102223,1.000000,19.070000,19.070000,1351.000000,8,19.070000,2014-03-12 00:00:00
3441,2556157,1.000000,172,115491,1.000000,63.470000,50.780000,1351.000000,8,50.780000,2014-03-12 00:00:00
3412,2570981,10.000000,172,36233,1.000000,71.200000,71.200000,1147.000000,3,71.200000,2014-03-12 00:00:00
3412,2570981,9.000000,172,36235,1.000000,44.140000,44.140000,1147.000000,3,44.140000,2014-03-12 00:00:00
3412,2570981,6.000000,172,39617,1.000000,64.800000,64.800000,1147.000000,3,64.800000,2014-03-12 00:00:00
3412,2570981,5.000000,172,77780,1.000000,33.470000,33.470000,1147.000000,3,33.470000,2014-03-12 00:00:00
3412,2570981,7.000000,172,95227,1.000000,72.940000,72.940000,1147.000000,3,72.940000,2014-03-12 00:00:00
3412,2570981,8.000000,172,95235,1.000000,52.670000,52.670000,1147.000000,3,52.670000,2014-03-12 00:00:00
3412,2570981,3.000000,172,114560,1.000000,113.600000,113.600000,1147.000000,3,113.600000,2014-03-12 00:00:00
3412,2570981,4.000000,172,114563,1.000000,61.600000,61.600000,1147.000000,3,61.600000,2014-03-12 00:00:00
3412,2570981,2.000000,172,131820,1.000000,79.340000,79.340000,1147.000000,3,79.340000,2014-03-12 00:00:00
3412,2570981,1.000000,172,131822,1.000000,34.400000,34.400000,1147.000000,3,34.400000,2014-03-12 00:00:00
3483,2585433,1.000000,172,100637,1.000000,80.940000,67.600000,1615.000000,3,67.600000,2014-03-12 00:00:00
3480,2585608,1.000000,172,32301,1.000000,25.740000,25.740000,1601.000000,27,25.740000,2014-03-12 00:00:00
3480,2585608,2.000000,172,99484,1.000000,7.870000,7.870000,1601.000000,27,7.870000,2014-03-12 00:00:00
3480,2585608,3.000000,172,99485,1.000000,6.800000,6.800000,1601.000000,27,6.800000,2014-03-12 00:00:00
3496,2733274,1.000000,172,27920,1.000000,27.070000,27.070000,1649.000000,3,27.070000,2014-03-12 00:00:00
3457,2741015,2.000000,172,94344,1.000000,52.540000,47.280000,1449.000000,27,47.280000,2014-03-12 00:00:00
3457,2741015,1.000000,172,103781,1.000000,28.800000,25.920000,1449.000000,27,25.920000,2014-03-12 00:00:00
3469,2744163,1.000000,172,106506,1.000000,76.940000,76.940000,1526.000000,27,76.940000,2014-03-12 00:00:00
3469,2744163,2.000000,172,113008,1.000000,7.200000,7.200000,1526.000000,27,7.200000,2014-03-12 00:00:00
3469,2744163,4.000000,172,118867,1.000000,6.540000,6.540000,1526.000000,27,6.540000,2014-03-12 00:00:00
3469,2744163,3.000000,172,131793,1.000000,7.340000,7.340000,1526.000000,27,7.340000,2014-03-12 00:00:00
3506,2758801,1.000000,172,131001,1.000000,74.000000,74.000000,1724.000000,22,74.000000,2014-03-12 00:00:00
3508,2813072,4.000000,172,12330,1.000000,12.540000,11.280000,1649.000000,5,11.280000,2014-03-12 00:00:00
3508,2813072,3.000000,172,85342,1.000000,90.540000,81.480000,1649.000000,5,81.480000,2014-03-12 00:00:00
3508,2813072,2.000000,172,91385,1.000000,10.670000,9.600000,1649.000000,5,9.600000,2014-03-12 00:00:00
3508,2813072,1.000000,172,128843,1.000000,10.640000,9.580000,1649.000000,5,9.580000,2014-03-12 00:00:00
3517,3906016,4.000000,172,90156,1.000000,9.200000,9.200000,1755.000000,23,9.200000,2014-03-12 00:00:00
3517,3906016,1.000000,172,109144,1.000000,9.200000,9.200000,1755.000000,23,9.200000,2014-03-12 00:00:00
3517,3906016,2.000000,172,132490,1.000000,14.270000,14.270000,1755.000000,23,14.270000,2014-03-12 00:00:00
3465,3976698,3.000000,172,59590,1.000000,38.940000,35.040000,1514.000000,27,35.040000,2014-03-12 00:00:00
3465,3976698,2.000000,172,121514,1.000000,7.200000,6.480000,1514.000000,27,6.480000,2014-03-12 00:00:00
3465,3976698,1.000000,172,123211,1.000000,12.740000,11.460000,1514.000000,27,11.460000,2014-03-12 00:00:00
3482,3984784,1.000000,172,129901,1.000000,63.070000,49.740000,1611.000000,27,49.740000,2014-03-12 00:00:00
3432,4031769,1.000000,172,93262,1.000000,15.200000,15.200000,1333.000000,23,15.200000,2014-03-12 00:00:00
3432,4031769,3.000000,172,95950,1.000000,28.670000,28.670000,1333.000000,23,28.670000,2014-03-12 00:00:00
3432,4031769,2.000000,172,99313,1.000000,17.600000,17.600000,1333.000000,23,17.600000,2014-03-12 00:00:00
3479,4103746,1.000000,172,100477,1.000000,9.340000,4.670000,1556.000000,27,4.670000,2014-03-12 00:00:00
3479,4103746,2.000000,172,105006,1.000000,9.200000,4.600000,1556.000000,27,4.600000,2014-03-12 00:00:00
3479,4103746,3.000000,172,105018,1.000000,10.540000,5.270000,1556.000000,27,5.270000,2014-03-12 00:00:00
3479,4103746,4.000000,172,105020,1.000000,26.540000,13.270000,1556.000000,27,13.270000,2014-03-12 00:00:00
3524,4215513,1.000000,172,51083,1.000000,111.200000,111.200000,1805.000000,22,111.200000,2014-03-12 00:00:00
3509,4296516,1.000000,172,54100,1.000000,59.070000,45.740000,1730.000000,23,45.740000,2014-03-12 00:00:00
3458,4352227,1.000000,172,114668,1.000000,2.400000,2.400000,1452.000000,27,2.400000,2014-03-12 00:00:00
3518,4352692,1.000000,172,96337,1.000000,14.400000,14.400000,1758.000000,23,14.400000,2014-03-12 00:00:00
3414,2248398,2.000000,172,21468,1.000000,35.340000,35.340000,1154.000000,27,35.340000,2014-03-12 00:00:00
3414,2248398,3.000000,172,72882,1.000000,47.340000,47.340000,1154.000000,27,47.340000,2014-03-12 00:00:00
3414,2248398,4.000000,172,72883,1.000000,26.800000,26.800000,1154.000000,27,26.800000,2014-03-12 00:00:00
3414,2248398,5.000000,172,72883,1.000000,26.800000,26.800000,1154.000000,27,26.800000,2014-03-12 00:00:00
3431,2874203,1.000000,172,90134,1.000000,7.200000,7.200000,1332.000000,23,7.200000,2014-03-12 00:00:00
3418,2878364,1.000000,172,87378,1.000000,39.740000,39.740000,1219.000000,27,39.740000,2014-03-12 00:00:00
3411,2958138,3.000000,172,5204,1.000000,52.540000,47.280000,1107.000000,27,47.280000,2014-03-12 00:00:00
3411,2958138,4.000000,172,5204,1.000000,52.540000,47.280000,1107.000000,27,47.280000,2014-03-12 00:00:00
3411,2958138,2.000000,172,51106,1.000000,70.670000,63.600000,1107.000000,27,63.600000,2014-03-12 00:00:00
3411,2958138,5.000000,172,94344,1.000000,52.540000,47.280000,1107.000000,27,47.280000,2014-03-12 00:00:00
3411,2958138,1.000000,172,109918,1.000000,17.200000,7.750000,1107.000000,27,7.750000,2014-03-12 00:00:00
3417,2958138,5.000000,172,115501,1.000000,72.270000,62.830000,1215.000000,27,62.830000,2014-03-12 00:00:00
3417,2958138,2.000000,172,133264,1.000000,50.670000,44.040000,1215.000000,27,44.040000,2014-03-12 00:00:00
3417,2958138,4.000000,172,133264,1.000000,50.670000,44.040000,1215.000000,27,44.040000,2014-03-12 00:00:00
3399,2968165,1.000000,172,121533,1.000000,21.340000,21.340000,1059.000000,5,21.340000,2014-03-12 00:00:00
3399,2968165,2.000000,172,124890,1.000000,18.260000,18.260000,1059.000000,5,18.260000,2014-03-12 00:00:00
3399,2968165,3.000000,172,126589,1.000000,18.620000,18.620000,1059.000000,5,18.620000,2014-03-12 00:00:00
3442,2984758,1.000000,172,62286,1.000000,49.470000,49.470000,1355.000000,3,49.470000,2014-03-12 00:00:00
3397,2991977,1.000000,172,130564,1.000000,12.540000,11.280000,1048.000000,27,11.280000,2014-03-12 00:00:00
3427,2995502,2.000000,172,22181,1.000000,13.200000,6.030000,1305.000000,3,6.030000,2014-03-12 00:00:00
3427,2995502,1.000000,172,118716,1.000000,11.340000,5.180000,1305.000000,3,5.180000,2014-03-12 00:00:00
3463,3018712,2.000000,172,132674,1.000000,27.740000,27.740000,1504.000000,27,27.740000,2014-03-12 00:00:00
3463,3018712,1.000000,172,132732,1.000000,23.200000,23.200000,1504.000000,27,23.200000,2014-03-12 00:00:00
3435,3032526,1.000000,172,59601,1.000000,60.000000,60.000000,1337.000000,8,60.000000,2014-03-12 00:00:00
3493,3034629,2.000000,172,93102,1.000000,9.870000,9.870000,1639.000000,3,9.870000,2014-03-12 00:00:00
3493,3034629,1.000000,172,94860,1.000000,14.000000,14.000000,1639.000000,3,14.000000,2014-03-12 00:00:00
3445,3034635,3.000000,172,90174,1.000000,7.870000,7.870000,1414.000000,27,7.870000,2014-03-12 00:00:00
3445,3034635,2.000000,172,100005,1.000000,5.270000,5.270000,1414.000000,27,5.270000,2014-03-12 00:00:00
3445,3034635,1.000000,172,118010,1.000000,12.540000,12.540000,1414.000000,27,12.540000,2014-03-12 00:00:00
3407,3079500,1.000000,172,132532,1.000000,67.870000,67.870000,1120.000000,27,67.870000,2014-03-12 00:00:00
3429,3172808,3.000000,172,47039,1.000000,67.200000,62.480000,1319.000000,10,62.480000,2014-03-12 00:00:00
3429,3172808,2.000000,172,56799,1.000000,23.070000,21.460000,1319.000000,10,21.460000,2014-03-12 00:00:00
3429,3172808,1.000000,172,72888,1.000000,27.740000,25.790000,1319.000000,10,25.790000,2014-03-12 00:00:00
3429,3172808,4.000000,172,133206,1.000000,72.000000,66.950000,1319.000000,10,66.950000,2014-03-12 00:00:00
3497,3196969,1.000000,172,70952,1.000000,69.340000,69.340000,1659.000000,23,69.340000,2014-03-12 00:00:00
3452,3246965,1.000000,172,70099,1.000000,71.740000,71.740000,1434.000000,27,71.740000,2014-03-12 00:00:00
3513,3258270,1.000000,172,51343,1.000000,29.200000,26.280000,1739.000000,2,26.280000,2014-03-12 00:00:00
3513,3258270,2.000000,172,132535,1.000000,100.270000,90.240000,1739.000000,2,90.240000,2014-03-12 00:00:00
3470,3441556,3.000000,172,92361,1.000000,3.340000,1.020000,1532.000000,27,1.020000,2014-03-12 00:00:00
3470,3441556,1.000000,172,132626,1.000000,27.070000,16.430000,1532.000000,27,16.430000,2014-03-12 00:00:00
3470,3441556,2.000000,172,132742,1.000000,5.200000,3.160000,1532.000000,27,3.160000,2014-03-12 00:00:00
3471,3441556,1.000000,172,22218,1.000000,6.400000,6.400000,1533.000000,27,6.400000,2014-03-12 00:00:00
3499,3511073,1.000000,172,70949,1.000000,69.340000,69.340000,1703.000000,23,69.340000,2014-03-12 00:00:00
3499,3511073,2.000000,172,132490,1.000000,14.270000,14.270000,1703.000000,23,14.270000,2014-03-12 00:00:00
3503,3513052,1.000000,172,26327,1.000000,51.600000,38.270000,1715.000000,22,38.270000,2014-03-12 00:00:00
3532,3513615,2.000000,172,98877,1.000000,12.000000,10.270000,1858.000000,4,10.270000,2014-03-12 00:00:00
3532,3513615,1.000000,172,106941,1.000000,80.000000,68.400000,1858.000000,4,68.400000,2014-03-12 00:00:00
3425,3680539,1.000000,172,98278,1.000000,40.000000,36.000000,1244.000000,4,36.000000,2014-03-12 00:00:00
3425,3680539,2.000000,172,98885,1.000000,21.340000,19.200000,1244.000000,4,19.200000,2014-03-12 00:00:00
3477,3877103,1.000000,172,87749,1.000000,34.670000,34.670000,1554.000000,27,34.670000,2014-03-12 00:00:00
3477,3877103,2.000000,172,113022,1.000000,7.200000,7.200000,1554.000000,27,7.200000,2014-03-12 00:00:00
3517,3906016,3.000000,172,90130,1.000000,7.200000,7.200000,1755.000000,23,7.200000,2014-03-12 00:00:00
3455,318696,1.000000,172,76107,1.000000,61.870000,48.540000,1445.000000,27,48.540000,2014-03-12 00:00:00
3511,1419162,1.000000,172,12642,1.000000,12.540000,11.280000,1736.000000,20,11.280000,2014-03-12 00:00:00
3531,1884601,2.000000,172,2917,1.000000,9.740000,9.740000,1856.000000,23,9.740000,2014-03-12 00:00:00
3531,1884601,1.000000,172,48207,1.000000,5.600000,5.600000,1856.000000,23,5.600000,2014-03-12 00:00:00
3408,2248311,2.000000,172,92589,1.000000,45.600000,45.600000,1133.000000,27,45.600000,2014-03-12 00:00:00
3408,2248311,4.000000,172,100004,1.000000,3.400000,3.400000,1133.000000,27,3.400000,2014-03-12 00:00:00
3408,2248311,1.000000,172,100025,1.000000,7.340000,7.340000,1133.000000,27,7.340000,2014-03-12 00:00:00
3408,2248311,3.000000,172,100025,1.000000,7.340000,7.340000,1133.000000,27,7.340000,2014-03-12 00:00:00
3414,2248398,1.000000,172,21468,1.000000,35.340000,35.340000,1154.000000,27,35.340000,2014-03-12 00:00:00
3533,2304731,2.000000,172,116750,1.000000,67.600000,67.600000,1900.000000,23,67.600000,2014-03-12 00:00:00
3529,2304757,2.000000,172,72590,1.000000,31.200000,27.740000,1849.000000,23,27.740000,2014-03-12 00:00:00
3529,2304757,3.000000,172,88021,1.000000,70.540000,62.680000,1849.000000,23,62.680000,2014-03-12 00:00:00
3529,2304757,4.000000,172,125098,1.000000,22.600000,16.070000,1849.000000,23,16.070000,2014-03-12 00:00:00
3467,2304868,2.000000,172,114417,1.000000,20.940000,18.840000,1517.000000,27,18.840000,2014-03-12 00:00:00
3467,2304868,1.000000,172,114418,1.000000,20.940000,18.840000,1517.000000,27,18.840000,2014-03-12 00:00:00
3501,2308138,2.000000,172,29361,1.000000,74.540000,74.540000,1706.000000,23,74.540000,2014-03-12 00:00:00
3501,2308138,3.000000,172,29400,1.000000,95.340000,95.340000,1706.000000,23,95.340000,2014-03-12 00:00:00
3501,2308138,1.000000,172,101270,1.000000,78.670000,55.070000,1706.000000,23,55.070000,2014-03-12 00:00:00
3400,2310254,1.000000,172,32577,1.000000,50.800000,50.800000,1103.000000,27,50.800000,2014-03-12 00:00:00
3526,2315387,1.000000,172,53251,1.000000,77.200000,67.320000,1845.000000,2,67.320000,2014-03-12 00:00:00
3526,2315387,2.000000,172,121395,1.000000,26.940000,23.480000,1845.000000,2,23.480000,2014-03-12 00:00:00
3487,2330208,1.000000,172,72801,1.000000,67.870000,67.870000,1627.000000,2,67.870000,2014-03-12 00:00:00
3487,2330208,2.000000,172,96582,1.000000,96.140000,96.140000,1627.000000,2,96.140000,2014-03-12 00:00:00
3416,2332113,1.000000,172,72876,1.000000,109.870000,96.540000,1132.000000,10,96.540000,2014-03-12 00:00:00
3439,2336046,3.000000,172,92693,1.000000,3.200000,1.600000,1345.000000,8,1.600000,2014-03-12 00:00:00
3439,2336046,4.000000,172,114915,1.000000,4.670000,2.340000,1345.000000,8,2.340000,2014-03-12 00:00:00
3439,2336046,2.000000,172,125682,1.000000,7.340000,7.340000,1345.000000,8,7.340000,2014-03-12 00:00:00
3439,2336046,1.000000,172,126058,1.000000,9.200000,9.200000,1345.000000,8,9.200000,2014-03-12 00:00:00
3519,4352692,2.000000,172,91841,1.000000,6.670000,3.340000,1759.000000,23,3.340000,2014-03-12 00:00:00
3519,4352692,3.000000,172,118669,1.000000,12.670000,12.670000,1759.000000,23,12.670000,2014-03-12 00:00:00
3519,4352692,1.000000,172,132743,1.000000,4.670000,4.670000,1759.000000,23,4.670000,2014-03-12 00:00:00
3451,4375540,3.000000,172,118497,1.000000,15.740000,15.740000,1432.000000,27,15.740000,2014-03-12 00:00:00
3451,4375540,2.000000,172,128606,1.000000,40.670000,40.670000,1432.000000,27,40.670000,2014-03-12 00:00:00
3451,4375540,1.000000,172,130140,1.000000,60.000000,48.000000,1432.000000,27,48.000000,2014-03-12 00:00:00
3538,4382551,1.000000,172,140011,1.000000,98.540000,98.540000,1915.000000,2,98.540000,2014-03-12 00:00:00
3492,4531419,1.000000,172,125329,1.000000,9.800000,3.920000,1630.000000,27,3.920000,2014-03-12 00:00:00
3492,4531419,2.000000,172,125440,1.000000,17.200000,6.880000,1630.000000,27,6.880000,2014-03-12 00:00:00
3516,4665563,1.000000,172,40096,1.000000,40.940000,3.220000,1753.000000,23,3.220000,2014-03-12 00:00:00
3516,4665563,2.000000,172,52925,1.000000,3.870000,0.310000,1753.000000,23,0.310000,2014-03-12 00:00:00
3516,4665563,3.000000,172,99960,1.000000,8.540000,-3.520000,1753.000000,23,-3.520000,2014-03-12 00:00:00
3394,4692743,1.000000,172,129403,1.000000,102.670000,102.670000,1026.000000,27,102.670000,2014-03-12 00:00:00
3507,4807863,1.000000,172,7110,1.000000,50.670000,50.670000,1726.000000,22,50.670000,2014-03-12 00:00:00
3461,5035631,1.000000,172,125377,1.000000,25.200000,25.200000,1458.000000,27,25.200000,2014-03-12 00:00:00
3462,5035631,2.000000,172,24108,1.000000,53.340000,46.320000,1500.000000,27,46.320000,2014-03-12 00:00:00
3462,5035631,1.000000,172,103279,1.000000,48.000000,41.680000,1500.000000,27,41.680000,2014-03-12 00:00:00
3437,5178154,2.000000,172,22181,1.000000,13.200000,13.200000,1343.000000,8,13.200000,2014-03-12 00:00:00
3437,5178154,1.000000,172,94863,1.000000,14.000000,14.000000,1343.000000,8,14.000000,2014-03-12 00:00:00
3415,5178173,1.000000,172,52820,1.000000,10.000000,10.000000,1201.000000,27,10.000000,2014-03-12 00:00:00
3404,5178512,2.000000,172,28363,1.000000,44.270000,39.840000,1116.000000,27,39.840000,2014-03-12 00:00:00
3404,5178512,3.000000,172,28622,1.000000,32.270000,29.040000,1116.000000,27,29.040000,2014-03-12 00:00:00
3404,5178512,1.000000,172,83972,1.000000,34.940000,31.440000,1116.000000,27,31.440000,2014-03-12 00:00:00
3404,5178512,5.000000,172,87747,1.000000,34.670000,31.200000,1116.000000,27,31.200000,2014-03-12 00:00:00
3404,5178512,4.000000,172,131163,1.000000,34.670000,31.200000,1116.000000,27,31.200000,2014-03-12 00:00:00
